"Method","Specification","Bias","SE","MSE"
"Cox","correctly-specified_FALSE",-2.01479258204798,0.20687253844206,4.10197141460124
"Cox","correctly-specified_TRUE",0.0118532655599842,0.199808093960425,0.0398641579444731
"Cox","mildly-mis-specified_FALSE",-2.03270561480914,0.207354319910608,4.17467295139226
"Cox","mildly-mis-specified_TRUE",0.00476082387399836,0.199832346254425,0.03975596722046
"Cox","quite-mis-specified_FALSE",-2.20584080734069,0.211912193739837,4.91041591129576
"Cox","quite-mis-specified_TRUE",0.0606673392318038,0.193476787522519,0.0409266270229504
