"Method","Specification","MSE_Estimate","Time_Taken"
"Cox","correctly-specified_TRUE",0.00695202622719372,1.30955815315247
"Cox","correctly-specified_FALSE",0.0238806254610818,0.0283451080322266
"Cox","mildly-mis-specified_TRUE",0.0989143972084937,1.22434377670288
"Cox","mildly-mis-specified_FALSE",0.0286345200757155,0.00544500350952148
"Cox","quite-mis-specified_TRUE",0.145462019719813,1.25272703170776
"Cox","quite-mis-specified_FALSE",0.0534609296114388,0.00436782836914062
