"Method","Specification","Bias","SE","MSE"
"Cox","correctly-specified_TRUE",0.011853265559984,0.199808093960425,0.0400637743165336
"Cox","correctly-specified_FALSE",-2.01479258204798,0.20687253844206,4.10218539583705
"Cox","mildly-mis-specified_TRUE",0.00476082387399837,0.199832346254425,0.0399556320535078
"Cox","mildly-mis-specified_FALSE",-2.03270561480914,0.207354319910608,4.17488793046219
"Cox","quite-mis-specified_TRUE",0.0606673392318038,0.193476787522519,0.0411137933595006
"Cox","quite-mis-specified_FALSE",-2.20584080734069,0.211912193739837,4.91064044518504
NA,NA,NA,NA,NA
