"Method","Specification","Avg_Time"
"Cox","correctly-specified_TRUE",0.521120818853378
"Cox","correctly-specified_FALSE",0.00455449938774109
"Cox","mildly-mis-specified_TRUE",0.519898711442947
"Cox","mildly-mis-specified_FALSE",0.00422396183013916
"Cox","quite-mis-specified_TRUE",0.510216431617737
"Cox","quite-mis-specified_FALSE",0.00402578592300415
"S-Lasso",NA,NA
"DINA",NA,NA
